probe	id	pvalue	symbol	group
1714	A_23_P11774	0.0097	UTP11L	GSE74341_LOvsAT
1715	A_33_P3223535	0.04206		GSE74341_LOvsAT
1718	A_19_P00322910	0.00502	TWIST2	GSE74341_LOvsAT
1723	A_24_P22939	0.0468	ADAMTSL5	GSE74341_LOvsAT
1728	A_23_P206760	0.01291	HP	GSE74341_LOvsAT
1744	A_33_P3304998	0.01123		GSE74341_LOvsAT
1745	A_23_P377214	0.02266	HEXIM2	GSE74341_LOvsAT
1747	A_24_P210637	0.00731	CHST14	GSE74341_LOvsAT
1751	A_23_P117298	0.00286	F7	GSE74341_LOvsAT
1752	A_23_P215778	0.00436	DUS4L	GSE74341_LOvsAT
1763	A_23_P22765	0.0056	NDUFB11	GSE74341_LOvsAT
1772	A_23_P59349	0.04599	HECA	GSE74341_LOvsAT
1774	A_23_P85783	0.02839	PHGDH	GSE74341_LOvsAT
1777	A_33_P3225567	0.00276	TRMT2B	GSE74341_LOvsAT
1778	A_33_P3294921	0.00252	PRUNE2	GSE74341_LOvsAT
1782	A_21_P0014530	0.00023	LOC100287558	GSE74341_LOvsAT
1790	A_23_P252740	0.01694	DSCC1	GSE74341_LOvsAT
1798	A_23_P217028	0.04661	USP20	GSE74341_LOvsAT
1815	A_24_P246636	0.01055		GSE74341_LOvsAT
1834	A_21_P0014943	0.04936	LOC100653284	GSE74341_LOvsAT
1842	A_23_P216622	0.01654	FKTN	GSE74341_LOvsAT
1855	A_33_P3356816	0.00648	LCE1B	GSE74341_LOvsAT
1856	A_33_P3355055	0.03784	ARL6IP4	GSE74341_LOvsAT
1868	A_21_P0011340	0.03039	LOC100506874	GSE74341_LOvsAT
1870	A_33_P3265855	0.00104	PRR5-ARHGAP8	GSE74341_LOvsAT
1871	A_23_P164022	0.03914	MYO1C	GSE74341_LOvsAT
1877	A_21_P0010488	0.01107	ZNF605	GSE74341_LOvsAT
1878	A_23_P3042	0.01092	PPP2R5E	GSE74341_LOvsAT
1896	A_23_P146512	0.01387	GOLM1	GSE74341_LOvsAT
1898	A_24_P927474	0.01371		GSE74341_LOvsAT
1905	A_33_P3286973	0.00637	TAS1R3	GSE74341_LOvsAT
1909	A_33_P3220437	0.04974	TNFAIP8L1	GSE74341_LOvsAT
1911	A_33_P3293456	0.01295	GATA4	GSE74341_LOvsAT
1927	A_19_P00321194	0.02791	KC6	GSE74341_LOvsAT
1929	A_23_P101476	0.04186	ZNF442	GSE74341_LOvsAT
1939	A_21_P0000908	0.01207	FLJ27354	GSE74341_LOvsAT
1942	A_24_P355967	0.02564	HTR2A	GSE74341_LOvsAT
1947	A_23_P407142	0.00553	LUZP1	GSE74341_LOvsAT
1951	A_23_P26468	0.00241	RHBDL1	GSE74341_LOvsAT
1958	A_23_P103503	0.0157	MDM4	GSE74341_LOvsAT
1964	A_33_P3276062	0.01388		GSE74341_LOvsAT
1965	A_23_P152125	0.03079	MVD	GSE74341_LOvsAT
1981	A_23_P309739	0.01156	ESR1	GSE74341_LOvsAT
1984	A_21_P0012755	0.00517	LOC646890	GSE74341_LOvsAT
