A	Coef.EOvsC	Coef.LOvsC	t.EOvsC	t.LOvsC	p.value.EOvsC	p.value.LOvsC	p.value.adj.EOvsC	p.value.adj.LOvsC	F	F.p.value	Res.EOvsC	Res.LOvsC	Genes.ProbeID	Genes.EntrezGeneID	Genes.GeneSymbol
0.42	0.087	0.572	0.47	3.12	0.64296	0.00789	0.861431	0.571027	6.03	0.01371	0	0	NA	NA	NA
0.35	0.217	0.248	1.28	1.46	0.2225	0.16794	0.572585	0.772431	1.22	0.32542	0	0	NA	NA	NA
-0.4	-0.067	0.117	-0.15	0.26	0.88395	0.79979	0.962478	0.96932	0.1	0.90965	0	0	NA	NA	NA
-0.48	-0.121	0.197	-0.26	0.43	0.79671	0.67489	0.931327	0.947319	0.27	0.76485	0	0	NA	NA	NA
-0.18	-0.143	-0.142	-0.67	-0.67	0.51342	0.51609	0.791484	0.911741	0.29	0.75432	0	0	NA	NA	NA
-0.06	-0.042	-0.214	-0.27	-1.39	0.78886	0.18613	0.928416	0.780642	1.15	0.34515	0	0	NA	NA	NA
0.26	0.578	0.381	4.36	2.87	0.00074	0.0129	0.081028	0.583794	9.64	0.00259	0	0	NA	NA	NA
-0.11	-0.352	-0.392	-0.74	-0.82	0.47313	0.42551	0.766114	0.885835	0.4	0.68113	0	0	NA	NA	NA
0.2	-0.227	-0.27	-0.88	-1.05	0.39421	0.31321	0.713193	0.842103	0.61	0.55598	0	0	NA	NA	NA
-0.59	0.007	0.236	0.01	0.31	0.99289	0.76059	0.998776	0.963486	0.07	0.9348	0	0	NA	NA	NA
-0.21	0.291	0.209	0.65	0.47	0.52821	0.64844	0.801323	0.941991	0.22	0.80695	0	0	NA	NA	NA
-0.33	0.455	0.468	2.46	2.53	0.02809	0.02461	0.270627	0.629139	4.02	0.04319	0	0	NA	NA	NA
-0.27	-0.746	-0.279	-2.03	-0.76	0.0627	0.46143	0.359185	0.897638	2.16	0.15378	0	0	NA	NA	NA
0.32	0.338	0.354	1.57	1.64	0.14045	0.12421	0.482389	0.755207	1.66	0.22763	0	0	NA	NA	NA
-0.26	-0.236	-0.105	-1.5	-0.67	0.15608	0.51501	0.502854	0.911707	1.15	0.34611	0	0	NA	NA	NA
-0.2	-0.391	-0.4	-2.8	-2.87	0.0148	0.01302	0.222323	0.583794	5.16	0.02198	0	0	NA	NA	NA
0.04	0.145	0.022	0.76	0.12	0.46146	0.90965	0.759625	0.987063	0.36	0.70752	0	0	NA	NA	NA
-0.07	-0.138	-0.19	-0.68	-0.94	0.50709	0.36384	0.787641	0.861842	0.46	0.64069	0	0	NA	NA	NA
-0.36	0.197	-0.22	0.37	-0.41	0.7168	0.68597	0.898046	0.948815	0.35	0.71375	0	0	NA	NA	NA
0.24	-0.591	-0.771	-1.27	-1.66	0.22458	0.11977	0.575051	0.752727	1.47	0.26482	0	0	NA	NA	NA
-0.81	0.273	-0.128	0.4	-0.19	0.69594	0.85385	0.887456	0.978542	0.2	0.82022	0	0	NA	NA	NA
0	0.373	0.357	0.71	0.68	0.4926	0.51102	0.778736	0.911471	0.31	0.74071	0	0	NA	NA	NA
0.03	-0.456	0.009	-2.26	0.05	0.0414	0.96357	0.307915	0.995477	3.77	0.05042	0	0	NA	NA	NA
-0.3	-0.125	-0.233	-0.3	-0.55	0.77204	0.58973	0.921609	0.928108	0.15	0.85982	0	0	NA	NA	NA
0.11	-0.479	0.023	-1.61	0.08	0.13098	0.94049	0.47116	0.991684	1.98	0.17727	0	0	NA	NA	NA
-0.4	-0.78	-0.42	-2.11	-1.13	0.0546	0.27676	0.342337	0.827589	2.22	0.14706	0	0	NA	NA	NA
0.06	-0.041	-0.014	-0.19	-0.07	0.85091	0.94778	0.951829	0.99284	0.02	0.98071	0	0	NA	NA	NA
0.02	-0.177	0.037	-1.12	0.23	0.28076	0.81929	0.626385	0.973542	1.16	0.3421	0	0	NA	NA	NA
-0.2	-0.186	0.007	-1.48	0.06	0.1622	0.95417	0.510372	0.993979	1.66	0.22793	0	0	NA	NA	NA
-0.15	0.188	-0.004	1	-0.02	0.33735	0.98242	0.672006	0.997748	0.73	0.4981	0	0	NA	NA	NA
-0.49	0.011	0.535	0.02	0.96	0.98472	0.35473	0.996158	0.857697	0.65	0.53774	0	0	NA	NA	NA
-0.08	0.407	0.222	1.01	0.55	0.32965	0.58928	0.665805	0.928095	0.51	0.61061	0	0	NA	NA	NA
-0.21	0.1	0.14	0.31	0.43	0.76308	0.67294	0.917692	0.946804	0.1	0.90865	0	0	NA	NA	NA
-0.22	-0.014	0.051	-0.08	0.28	0.93799	0.78106	0.981011	0.96658	0.08	0.92283	0	0	NA	NA	NA
-0.03	0.308	0.608	0.64	1.25	0.53542	0.23148	0.804862	0.803478	0.79	0.47454	0	0	NA	NA	NA
-0.32	-0.265	-0.315	-0.75	-0.9	0.46424	0.38651	0.761107	0.870696	0.45	0.64801	0	0	NA	NA	NA
-0.85	-0.221	0.191	-0.37	0.32	0.71387	0.75158	0.896994	0.961897	0.27	0.7643	0	0	NA	NA	NA
-0.45	0.186	0.173	0.45	0.42	0.65677	0.67902	0.868726	0.947449	0.12	0.88409	0	0	NA	NA	NA
-0.08	0.061	0.134	0.39	0.85	0.70325	0.40988	0.89155	0.880219	0.37	0.69956	0	0	NA	NA	NA
-0.21	-0.169	-0.133	-1.17	-0.92	0.26099	0.37153	0.608712	0.864029	0.74	0.49447	0	0	NA	NA	NA
0.03	0.015	-0.266	0.1	-1.67	0.92478	0.11826	0.976743	0.750764	2.15	0.15488	0	0	NA	NA	NA
-0.3	-0.06	0.007	-0.22	0.03	0.83174	0.97932	0.94416	0.997471	0.04	0.9618	0	0	NA	NA	NA
-0.28	0.324	0.789	0.88	2.14	0.39409	0.05127	0.713109	0.691803	2.36	0.13241	0	0	NA	NA	NA
-0.09	-0.386	-0.31	-2.65	-2.13	0.01961	0.05245	0.240793	0.69515	3.83	0.04861	0	0	NA	NA	NA
-0.2	-0.125	-0.049	-0.51	-0.2	0.61585	0.84418	0.846769	0.977159	0.14	0.87301	0	0	NA	NA	NA
-0.05	-0.117	-0.08	-0.6	-0.41	0.55892	0.68855	0.817214	0.948939	0.18	0.83406	0	0	NA	NA	NA
-0.02	-0.159	-0.13	-0.98	-0.8	0.34298	0.43623	0.67602	0.889718	0.53	0.59993	0	0	NA	NA	NA
0.1	0.232	0.021	1.05	0.09	0.31373	0.927	0.652826	0.989425	0.72	0.50449	0	0	NA	NA	NA
-0.08	-0.047	0.053	-0.49	0.56	0.63076	0.58722	0.854737	0.927737	0.62	0.55338	0	0	NA	NA	NA
-0.82	0.121	-0.029	0.22	-0.05	0.8255	0.9583	0.942329	0.99479	0.05	0.95306	0	0	NA	NA	NA
-0.01	-0.194	-0.204	-1.37	-1.44	0.19276	0.17337	0.543603	0.77424	1.27	0.31223	0	0	NA	NA	NA
-0.07	0.482	0.459	2.37	2.26	0.03337	0.04155	0.286166	0.671315	3.45	0.06208	0	0	NA	NA	NA
0.17	0.271	0.391	1.62	2.33	0.12925	0.03612	0.468886	0.659261	2.79	0.09724	0	0	NA	NA	NA
-0.03	0.356	0.298	1.94	1.63	0.07333	0.12716	0.381356	0.75644	2.11	0.16043	0	0	NA	NA	NA
-0.23	0.239	0.312	1.16	1.51	0.26695	0.15325	0.6148	0.765234	1.22	0.32624	0	0	NA	NA	NA
-0.14	0.103	0.118	0.81	0.93	0.43059	0.36951	0.738718	0.863641	0.5	0.62028	0	0	NA	NA	NA
0.01	-0.229	-0.002	-1.84	-0.02	0.0876	0.9867	0.404734	0.998668	2.43	0.1257	0	0	NA	NA	NA
0.09	-0.23	-0.176	-1.29	-0.99	0.21871	0.34176	0.568277	0.853398	0.89	0.43546	0	0	NA	NA	NA
-0.22	-0.392	-0.393	-1.32	-1.32	0.20983	0.20845	0.559754	0.793738	1.12	0.3552	0	0	NA	NA	NA
-0.05	-0.229	-0.056	-1.53	-0.37	0.15016	0.71607	0.493978	0.955941	1.33	0.29733	0	0	NA	NA	NA
-0.14	-0.222	0.014	-1.4	0.09	0.18503	0.93092	0.535547	0.990379	1.52	0.25478	0	0	NA	NA	NA
-0.27	0.717	0.715	2.04	2.04	0.06142	0.06199	0.356793	0.70261	2.68	0.10553	0	0	NA	NA	NA
-0.63	-0.71	-0.355	-1.92	-0.96	0.07649	0.35401	0.386634	0.857269	1.85	0.19509	0	0	NA	NA	NA
-1.06	-0.557	-0.948	-1.43	-2.43	0.17641	0.03011	0.525109	0.646763	2.95	0.087	0	0	NA	NA	NA
0.03	-0.119	-0.083	-1.09	-0.77	0.29338	0.45642	0.636122	0.896005	0.62	0.55442	0	0	NA	NA	NA
-0.87	-0.336	-0.149	-0.63	-0.28	0.53648	0.78216	0.805581	0.966748	0.2	0.81723	0	0	NA	NA	NA
0.33	0.715	0.475	3.37	2.24	0.00489	0.04306	0.153251	0.672576	5.77	0.01569	0	0	NA	NA	NA
-0.46	0.211	0.079	0.86	0.32	0.40563	0.75301	0.722029	0.961912	0.39	0.68687	0	0	NA	NA	NA
-0.09	-0.043	-0.101	-0.37	-0.87	0.71881	0.40133	0.898921	0.877618	0.39	0.68765	0	0	NA	NA	NA
-0.78	-0.606	-0.246	-1.96	-0.79	0.07164	0.44067	0.377982	0.890795	1.98	0.17707	0	0	NA	NA	NA
-0.2	-0.304	-0.083	-2.45	-0.67	0.02866	0.51621	0.272472	0.911771	3.36	0.06589	0	0	NA	NA	NA
0.11	-0.146	0.012	-0.96	0.08	0.3519	0.93723	0.683236	0.990955	0.74	0.49578	0	0	NA	NA	NA
-1.31	-0.579	-0.092	-1.09	-0.17	0.29458	0.8657	0.63712	0.981248	0.73	0.49961	0	0	NA	NA	NA
-1.3	-0.867	-0.5	-1.61	-0.93	0.13184	0.3709	0.47252	0.863952	1.29	0.30762	0	0	NA	NA	NA
-0.6	0.637	-0.12	1.03	-0.19	0.32205	0.84991	0.658964	0.978191	0.95	0.41096	0	0	NA	NA	NA
-0.32	0.138	-0.62	0.22	-1	0.82815	0.33617	0.943042	0.851153	0.93	0.41764	0	0	NA	NA	NA
0.03	1.187	0.546	1.69	0.78	0.11459	0.45104	0.450678	0.895111	1.44	0.27054	0	0	NA	NA	NA
0.17	1.087	0.962	1.66	1.47	0.12105	0.16598	0.458778	0.772341	1.59	0.24095	0	0	NA	NA	NA
0.01	0.113	0.117	0.93	0.96	0.36666	0.35277	0.694845	0.85708	0.58	0.57391	0	0	NA	NA	NA
-0.12	-0.408	-0.389	-1.7	-1.62	0.11303	0.12886	0.448327	0.757556	1.77	0.20811	0	0	NA	NA	NA
0.13	1.062	0.393	2.72	1.01	0.01713	0.33168	0.232723	0.848733	3.89	0.04672	0	0	NA	NA	NA
-0.13	0.243	-0.001	0.71	0	0.48729	0.99832	0.775514	0.999808	0.37	0.69734	0	0	NA	NA	NA
-0.06	0.051	0.221	0.13	0.56	0.89891	0.58275	0.967518	0.926875	0.18	0.83496	0	0	NA	NA	NA
-0.2	0.029	-0.051	0.1	-0.17	0.92403	0.86498	0.976538	0.981037	0.04	0.9589	0	0	NA	NA	NA
0.27	0.736	0.676	1.3	1.2	0.21456	0.252	0.563594	0.815048	1.01	0.39	0	0	NA	NA	NA
-0.31	0.598	0.703	1.56	1.83	0.14325	0.08983	0.486068	0.727265	1.88	0.19038	0	0	NA	NA	NA
-0.08	0.369	0.269	1.04	0.76	0.31767	0.46203	0.65602	0.897866	0.56	0.58272	0	0	NA	NA	NA
-0.4	0.866	0.053	1.88	0.11	0.08184	0.91063	0.395588	0.987063	2.4	0.12892	0	0	NA	NA	NA
-0.5	0.423	-0.123	0.74	-0.21	0.47451	0.83437	0.767004	0.975695	0.55	0.5891	0	0	NA	NA	NA
0.02	0.518	0.284	1.37	0.75	0.19284	0.46492	0.543607	0.899297	0.94	0.41476	0	0	NA	NA	NA
-0.24	0.344	0.128	1.25	0.47	0.23153	0.6486	0.581942	0.942014	0.82	0.45975	0	0	NA	NA	NA
-0.07	0.259	0.556	0.67	1.43	0.51673	0.17555	0.793565	0.776157	1.04	0.38192	0	0	NA	NA	NA
0.17	0.588	-0.474	1.75	-1.41	0.10341	0.18132	0.434526	0.779085	5.63	0.01692	0	0	NA	NA	NA
0.23	0.076	-0.365	0.24	-1.17	0.81119	0.26206	0.937235	0.818862	1.26	0.31426	0	0	NA	NA	NA
0.25	0.259	0.268	1.14	1.17	0.27616	0.26205	0.622818	0.818862	0.86	0.44698	0	0	NA	NA	NA
-0.08	-0.073	-0.438	-0.27	-1.62	0.79181	0.12923	0.929689	0.757719	1.59	0.23946	0	0	NA	NA	NA
0.14	0.793	0.275	1.84	0.64	0.08836	0.53492	0.406188	0.914602	1.8	0.20367	0	0	NA	NA	NA
-0.43	-0.736	-1.68	-1.36	-3.1	0.19719	0.00828	0.548447	0.571262	4.9	0.02551	0	0	NA	NA	NA
-0.63	-0.009	-0.271	-0.02	-0.59	0.98426	0.5645	0.996133	0.921497	0.24	0.78747	0	0	NA	NA	NA
-0.3	1	0.333	2.23	0.74	0.0436	0.47053	0.314012	0.901045	2.66	0.10645	0	0	NA	NA	NA
0.06	0.019	0.017	0.15	0.14	0.87968	0.89161	0.961593	0.985119	0.01	0.98616	0	0	NA	NA	NA
-0.17	0.05	-0.111	0.19	-0.42	0.85134	0.68003	0.951959	0.947802	0.22	0.80559	0	0	NA	NA	NA
-0.16	-0.392	-0.363	-2.75	-2.55	0.0163	0.02405	0.228965	0.623532	4.53	0.03164	0	0	NA	NA	NA
-0.02	-0.348	-0.387	-1.09	-1.21	0.29621	0.24677	0.638639	0.812627	0.86	0.44618	0	0	NA	NA	NA
0.42	0.92	-0.054	3.22	-0.19	0.00652	0.85267	0.169406	0.978393	8.02	0.00519	0	0	NA	NA	NA
-0.46	-0.542	-0.815	-2.13	-3.2	0.05222	0.00676	0.336919	0.565224	5.22	0.02124	0	0	NA	NA	NA
0.15	-0.102	0.136	-0.31	0.42	0.75955	0.68447	0.916415	0.948424	0.3	0.74591	0	0	NA	NA	NA
-0.01	0.328	0.471	1.2	1.73	0.25003	0.10737	0.59936	0.741585	1.53	0.25159	0	0	NA	NA	NA
-0.18	-0.067	-0.344	-0.38	-1.96	0.70675	0.07072	0.893204	0.712793	2.29	0.13965	0	0	NA	NA	NA
-0.25	-0.055	0.14	-0.58	1.47	0.57124	0.1651	0.823424	0.772214	2.49	0.12069	0	0	NA	NA	NA
-0.02	0.212	0.065	1.53	0.47	0.14967	0.64797	0.493295	0.941789	1.28	0.31151	0	0	NA	NA	NA
-0.35	0.912	-0.085	1.37	-0.13	0.19447	0.9011	0.545211	0.986176	1.5	0.25836	0	0	NA	NA	NA
0.02	0.124	0.583	0.25	1.17	0.8063	0.26128	0.935573	0.818311	0.81	0.46773	0	0	NA	NA	NA
-0.22	1.139	0.419	2.3	0.84	0.03849	0.41309	0.299843	0.881043	2.77	0.09858	0	0	NA	NA	NA
0.2	0.473	0.134	1.61	0.46	0.13137	0.65571	0.471632	0.943046	1.43	0.27369	0	0	NA	NA	NA
-0.1	0.328	0.209	1.26	0.8	0.22998	0.43602	0.58073	0.889718	0.8	0.47008	0	0	NA	NA	NA
-0.12	-0.146	-0.31	-1.06	-2.25	0.30742	0.04221	0.647919	0.671315	2.55	0.11548	0	0	NA	NA	NA
-0.16	0.836	0.369	2.77	1.22	0.01556	0.24199	0.226272	0.809267	3.92	0.046	0	0	NA	NA	NA
-0.28	0.164	-0.006	0.69	-0.03	0.50226	0.97998	0.785149	0.997579	0.36	0.70517	0	0	NA	NA	NA
0.16	-0.654	-0.553	-2.84	-2.4	0.01367	0.03145	0.216795	0.649324	4.53	0.03167	0	0	NA	NA	NA
0.06	0.563	0.316	2.43	1.37	0.02978	0.19484	0.276011	0.786541	2.96	0.08642	0	0	NA	NA	NA
-0.47	-0.091	-0.117	-0.32	-0.41	0.75479	0.68611	0.914621	0.948815	0.09	0.91348	0	0	NA	NA	NA
-0.67	-0.441	-0.236	-2.57	-1.37	0.02318	0.19204	0.255527	0.783869	3.29	0.06899	0	0	NA	NA	NA
0.07	-0.056	0.048	-0.23	0.2	0.81881	0.84642	0.940278	0.977559	0.1	0.90126	0	0	NA	NA	NA
-0.13	0.014	-0.023	0.06	-0.1	0.95082	0.92058	0.985735	0.98849	0.02	0.98468	0	0	NA	NA	NA
-0.2	0.58	0.193	2.86	0.95	0.01328	0.35879	0.215812	0.859934	4.37	0.03483	0	0	NA	NA	NA
0.27	-0.301	0.509	-0.5	0.84	0.62633	0.41376	0.852089	0.881233	1.03	0.38302	0	0	NA	NA	NA
-0.07	0.362	0.317	1.38	1.21	0.19005	0.24717	0.540837	0.8127	1.1	0.36268	0	0	NA	NA	NA
0.13	-0.055	-0.032	-0.48	-0.28	0.63678	0.78318	0.858093	0.96693	0.12	0.8906	0	0	NA	NA	NA
0	-0.049	-0.11	-0.31	-0.69	0.7636	0.49941	0.917725	0.908318	0.25	0.78573	0	0	NA	NA	NA
0.1	0.466	0.546	2.1	2.46	0.05566	0.02846	0.344571	0.642367	3.41	0.06392	0	0	NA	NA	NA
0.2	0.07	0.21	0.33	0.99	0.74617	0.33847	0.911288	0.851883	0.53	0.60146	0	0	NA	NA	NA
0.07	-0.257	-0.227	-0.83	-0.73	0.42099	0.47751	0.732585	0.902525	0.4	0.67983	0	0	NA	NA	NA
0.2	0.113	-0.069	1.19	-0.73	0.25545	0.48014	0.603661	0.903522	2.1	0.16162	0	0	NA	NA	NA
0.14	-0.042	-0.095	-0.34	-0.77	0.73827	0.45486	0.908256	0.895991	0.3	0.74446	0	0	NA	NA	NA
-0.03	-0.033	0.006	-0.21	0.04	0.83386	0.9689	0.945164	0.996052	0.04	0.95989	0	0	NA	NA	NA
0.1	-0.457	-0.299	-2.27	-1.49	0.04042	0.16062	0.305441	0.770227	2.61	0.11031	0	0	NA	NA	NA
0.32	0.23	0.265	0.7	0.81	0.49732	0.43449	0.781669	0.889327	0.37	0.69764	0	0	NA	NA	NA
0.34	0.345	0.776	1.07	2.4	0.30342	0.03148	0.644814	0.649324	2.94	0.08765	0	0	NA	NA	NA
-0.16	0.115	0.238	0.65	1.35	0.52535	0.20072	0.799355	0.790063	0.91	0.42511	0	0	NA	NA	NA
-0.25	0.142	0.357	0.41	1.03	0.689	0.32134	0.883882	0.845243	0.55	0.58962	0	0	NA	NA	NA
0.2	-0.08	-0.139	-0.25	-0.43	0.80683	0.67204	0.935722	0.946519	0.09	0.9111	0	0	NA	NA	NA
-0.04	0.802	1.114	1.81	2.52	0.09253	0.02541	0.415352	0.629366	3.29	0.06898	0	0	NA	NA	NA
0.52	0.493	0.845	1.43	2.46	0.17467	0.02829	0.523472	0.640732	3.03	0.08238	0	0	NA	NA	NA
-0.02	0.196	-0.158	0.65	-0.52	0.52566	0.60883	0.799545	0.932357	0.78	0.47813	0	0	NA	NA	NA
-0.04	0.137	0.27	1.3	2.56	0.21654	0.02337	0.565719	0.623532	3.29	0.06903	0	0	NA	NA	NA
0.06	-0.436	-0.361	-1.66	-1.38	0.11981	0.19172	0.457569	0.783633	1.53	0.25242	0	0	NA	NA	NA
-0.11	-0.157	0.057	-1.28	0.46	0.22243	0.65089	0.572512	0.942191	1.82	0.20079	0	0	NA	NA	NA
0.08	0.409	0.392	3.63	3.48	0.00294	0.00393	0.130463	0.546335	8.15	0.00491	0	0	NA	NA	NA
0.14	0.035	0.226	0.12	0.78	0.90531	0.44846	0.96946	0.894095	0.38	0.69385	0	0	NA	NA	NA
0.13	0.082	0.072	0.93	0.82	0.36994	0.42836	0.697214	0.886883	0.5	0.61962	0	0	NA	NA	NA
0.79	-0.549	-0.003	-0.92	0	0.37463	0.99617	0.700283	0.999564	0.61	0.55952	0	0	NA	NA	NA
-0.18	-0.551	-0.25	-2.04	-0.92	0.06213	0.37166	0.357937	0.864029	2.1	0.16068	0	0	NA	NA	NA
0.02	0.164	0.272	0.47	0.78	0.64669	0.44947	0.863263	0.894343	0.3	0.74244	0	0	NA	NA	NA
-0.03	0.251	-0.288	1	-1.15	0.33463	0.27122	0.670086	0.823725	2.6	0.11132	0	0	NA	NA	NA
-0.49	-0.411	-0.348	-2.08	-1.76	0.05709	0.10081	0.346862	0.736927	2.44	0.12557	0	0	NA	NA	NA
-0.02	0.221	0.405	1.01	1.85	0.32977	0.08613	0.665858	0.726289	1.72	0.21695	0	0	NA	NA	NA
-0.4	0.049	0.255	0.09	0.45	0.93257	0.66251	0.979319	0.944624	0.12	0.88913	0	0	NA	NA	NA
-0.22	0.604	0.586	1.82	1.76	0.09216	0.10122	0.414688	0.736927	2.06	0.16665	0	0	NA	NA	NA
-0.01	-0.49	-0.121	-1.24	-0.31	0.23466	0.76261	0.585074	0.963939	0.88	0.43714	0	0	NA	NA	NA
-0.05	-0.262	-0.013	-1.72	-0.09	0.10785	0.93293	0.441937	0.990789	2.04	0.16926	0	0	NA	NA	NA
0.02	-0.325	0.119	-0.79	0.29	0.44551	0.77784	0.748998	0.966237	0.69	0.51916	0	0	NA	NA	NA
0.04	0.103	0.123	1	1.2	0.33374	0.2516	0.669421	0.814883	0.8	0.46957	0	0	NA	NA	NA
-0.19	0.062	0.612	0.14	1.38	0.89095	0.19102	0.965105	0.783235	1.23	0.32287	0	0	NA	NA	NA
0.09	0.508	1.034	1.11	2.25	0.2877	0.04165	0.631835	0.671315	2.56	0.11499	0	0	NA	NA	NA
0.01	0.279	0.318	1.5	1.71	0.15781	0.111	0.504561	0.745661	1.68	0.22454	0	0	NA	NA	NA
-0.18	0.748	0.735	2.37	2.33	0.0337	0.03624	0.287045	0.659261	3.55	0.05834	0	0	NA	NA	NA
-0.06	0.074	0.054	0.55	0.4	0.59146	0.69306	0.83409	0.950277	0.16	0.85529	0	0	NA	NA	NA
-0.03	-0.491	-0.375	-2.76	-2.1	0.01606	0.05506	0.22752	0.698154	4.04	0.04271	0	0	NA	NA	NA
0.06	-0.127	-0.1	-0.74	-0.58	0.47139	0.56841	0.76533	0.922793	0.3	0.74824	0	0	NA	NA	NA
0.15	0.185	-0.053	1.13	-0.33	0.27898	0.74992	0.62509	0.961486	1.29	0.30679	0	0	NA	NA	NA
0.11	0.024	0.195	0.18	1.49	0.86017	0.16083	0.954896	0.770227	1.4	0.27974	0	0	NA	NA	NA
-0.03	0.029	0.005	0.29	0.05	0.77681	0.95842	0.923935	0.99479	0.05	0.9512	0	0	NA	NA	NA
0.09	0.062	0.149	0.24	0.59	0.8105	0.56775	0.937172	0.922694	0.18	0.84022	0	0	NA	NA	NA
0.07	0.289	0.367	1.04	1.33	0.31497	0.20634	0.65386	0.793738	0.95	0.41136	0	0	NA	NA	NA
-0.07	0.262	0.484	1.46	2.69	0.16874	0.01831	0.517598	0.604462	3.62	0.05576	0	0	NA	NA	NA
0.08	0.008	-0.016	0.06	-0.12	0.95033	0.90534	0.985608	0.986711	0.02	0.9805	0	0	NA	NA	NA
0.37	0.676	0.455	2.52	1.7	0.02523	0.11318	0.261773	0.747733	3.24	0.07142	0	0	NA	NA	NA
-0.1	1.032	0.682	2.66	1.76	0.01928	0.10151	0.240485	0.736927	3.6	0.05636	0	0	NA	NA	NA
-0.01	0.039	0.277	0.29	2.02	0.77925	0.06378	0.9245	0.703535	2.55	0.1154	0	0	NA	NA	NA
-0.34	0.067	0.35	0.27	1.39	0.79432	0.18823	0.930724	0.782071	1.15	0.34735	0	0	NA	NA	NA
-0.31	0.294	0.198	0.77	0.52	0.45287	0.61013	0.754236	0.932768	0.31	0.74199	0	0	NA	NA	NA
0.03	0.201	0.071	1.24	0.44	0.2349	0.66787	0.585196	0.945375	0.82	0.46143	0	0	NA	NA	NA
0.19	0.19	0.325	0.82	1.4	0.42752	0.18355	0.736569	0.779736	0.99	0.399	0	0	NA	NA	NA
-0.04	-0.117	0.196	-0.5	0.83	0.62649	0.41985	0.852154	0.883773	1.01	0.3892	0	0	NA	NA	NA
-0.11	0.026	0.116	0.18	0.79	0.86169	0.44281	0.955692	0.892009	0.36	0.70263	0	0	NA	NA	NA
0.11	-0.071	-0.108	-0.56	-0.85	0.58473	0.40776	0.830477	0.879996	0.37	0.69718	0	0	NA	NA	NA
-0.46	0.49	0.222	1.25	0.57	0.23146	0.57885	0.581872	0.925965	0.8	0.47066	0	0	NA	NA	NA
0.02	-0.239	-0.103	-2.22	-0.95	0.04414	0.35674	0.315689	0.858805	2.53	0.11737	0	0	NA	NA	NA
0.02	-0.427	-0.121	-1.32	-0.37	0.21069	0.71539	0.560417	0.955832	0.96	0.40876	0	0	NA	NA	NA
-0.04	0.042	-0.091	0.21	-0.46	0.83431	0.65066	0.945323	0.942191	0.27	0.76927	0	0	NA	NA	NA
-0.14	-0.291	-0.362	-1.13	-1.4	0.28045	0.18377	0.626114	0.779736	1.07	0.37087	0	0	NA	NA	NA
-0.27	-0.404	-0.447	-1.21	-1.34	0.24643	0.20203	0.596296	0.790838	1.06	0.37454	0	0	NA	NA	NA
0.14	0.096	0.302	0.53	1.67	0.60529	0.11838	0.841521	0.750764	1.51	0.25682	0	0	NA	NA	NA
0.01	0.109	-0.333	0.39	-1.19	0.70375	0.25574	0.891703	0.816374	1.5	0.25854	0	0	NA	NA	NA
-0.28	0.165	0.371	0.32	0.72	0.75341	0.48376	0.914058	0.904784	0.26	0.77186	0	0	NA	NA	NA
0.06	-0.153	0.024	-1.04	0.16	0.31757	0.87451	0.65602	0.982781	0.93	0.41765	0	0	NA	NA	NA
0.1	-0.158	-0.193	-1.11	-1.36	0.28644	0.19695	0.630295	0.788792	1.01	0.3891	0	0	NA	NA	NA
-0.01	0.405	0.224	2.27	1.25	0.0406	0.2318	0.3061	0.803478	2.57	0.11367	0	0	NA	NA	NA
0.12	-0.092	-0.241	-0.55	-1.44	0.59149	0.17348	0.83409	0.77424	1.08	0.36784	0	0	NA	NA	NA
-0.02	0.074	0.074	0.86	0.86	0.40313	0.40313	0.720408	0.878342	0.48	0.62943	0	0	NA	NA	NA
-0.15	-0.21	-0.026	-1.45	-0.18	0.17125	0.85888	0.520368	0.979368	1.33	0.29849	0	0	NA	NA	NA
0.11	0.455	0.412	1.87	1.69	0.08425	0.11452	0.399708	0.747733	2.05	0.16765	0	0	NA	NA	NA
-0.67	-0.252	0.679	-0.6	1.62	0.55807	0.12922	0.816955	0.757719	2.93	0.088	0	0	NA	NA	NA
-0.23	0.492	0.344	1.73	1.21	0.10616	0.24635	0.439115	0.81216	1.55	0.24882	0	0	NA	NA	NA
-0.23	0.413	0.506	1.27	1.55	0.22657	0.14427	0.577249	0.760911	1.32	0.29928	0	0	NA	NA	NA
0.01	0.001	-0.02	0	-0.15	0.99694	0.88298	0.999995	0.983965	0.02	0.98339	0	0	NA	NA	NA
-0.04	-0.229	-0.141	-2.14	-1.32	0.05102	0.20904	0.334741	0.793738	2.31	0.13755	0	0	NA	NA	NA
-0.26	0.171	0.076	1.13	0.51	0.27796	0.6216	0.624231	0.93508	0.65	0.53747	0	0	NA	NA	NA
-0.13	-0.003	0.555	-0.01	1.75	0.99207	0.10248	0.998626	0.737332	2.24	0.14522	0	0	NA	NA	NA
-0.23	-0.515	-0.395	-3.82	-2.93	0.00204	0.01156	0.114212	0.579405	7.77	0.00583	0	0	NA	NA	NA
-0.26	0.456	1.149	1.66	4.17	0.12116	0.00105	0.458907	0.453348	9.02	0.00335	0	0	NA	NA	NA
-0.12	-0.051	0.437	-0.2	1.69	0.84775	0.11413	0.950693	0.747733	2.36	0.13253	0	0	NA	NA	NA
-0.71	-0.408	-0.217	-1.25	-0.67	0.23283	0.51715	0.583227	0.91203	0.78	0.47745	0	0	NA	NA	NA
-0.24	-0.042	-0.05	-0.18	-0.21	0.86234	0.83812	0.955767	0.976533	0.02	0.97594	0	0	NA	NA	NA
