probe	id	pvalue	symbol	group
A_23_P169766	3529	0.04365	NA	GSE4707_PEvC
A_23_P126457	3537	0.00613	ISG20L2	GSE4707_PEvC
A_23_P151394	3546	0.00664	TM9SF2	GSE4707_PEvC
A_23_P120062	3553	0.04343	GCFC2	GSE4707_PEvC
A_23_P404536	3555	0.01632	ENPP3	GSE4707_PEvC
A_32_P170749	3563	0.02479	STAG3L2	GSE4707_PEvC
A_32_P14463	3571	0.02076	RAB31	GSE4707_PEvC
A_23_P156402	3577	0.02488	NME5	GSE4707_PEvC
A_23_P208747	3587	0.00778	PGLYRP1	GSE4707_PEvC
A_23_P89746	3589	0.0394	RAX	GSE4707_PEvC
A_24_P798709	3626	0.04025	NIPAL2	GSE4707_PEvC
A_24_P143301	3644	0.03752	KAAG1	GSE4707_PEvC
A_32_P192970	3646	0.00958	ALDH4A1	GSE4707_PEvC
A_23_P71241	3649	0.03047	SEC61G	GSE4707_PEvC
A_23_P104201	3668	0.00022	YME1L1	GSE4707_PEvC
A_24_P416301	3669	0.03401	FOXK2	GSE4707_PEvC
A_32_P221774	3695	0.01885	NA	GSE4707_PEvC
A_24_P110154	3709	0.02566	NA	GSE4707_PEvC
A_24_P903460	3713	0.01674	NA	GSE4707_PEvC
A_23_P405239	3715	0.00168	PQLC2	GSE4707_PEvC
A_23_P96087	3734	0.00405	H1FX	GSE4707_PEvC
A_23_P94819	3745	0.0379	RPH3AL	GSE4707_PEvC
A_24_P153576	3750	0.03824	SHPRH	GSE4707_PEvC
A_32_P23960	3758	0.02942	FCGBP	GSE4707_PEvC
A_24_P337062	3765	0.01828	TSC22D2	GSE4707_PEvC
A_23_P155868	3777	0.0139	PGRMC2	GSE4707_PEvC
A_23_P16722	3791	0.02986	DOCK10	GSE4707_PEvC
A_24_P280029	3825	0.01133	PDXP	GSE4707_PEvC
A_24_P162423	3833	0.0255	LOC100507654	GSE4707_PEvC
A_23_P414211	3838	0.03106	PAX4	GSE4707_PEvC
A_23_P305527	3850	0.00515	TMC2	GSE4707_PEvC
A_23_P86434	3853	0.04052	JMJD1C-AS1	GSE4707_PEvC
A_24_P367063	3856	0.0416	NA	GSE4707_PEvC
A_24_P121891	3861	0.01685	FUZ	GSE4707_PEvC
A_32_P27763	3862	0.02462	GTF2H5	GSE4707_PEvC
A_32_P79190	3863	0.04953	ANKRD20A12P	GSE4707_PEvC
A_24_P9321	3864	0.02876	HIST1H3I	GSE4707_PEvC
A_23_P413888	3865	0.01253	SLC35F1	GSE4707_PEvC
A_32_P136614	3867	0.02949	NA	GSE4707_PEvC
A_32_P381957	3869	0.04657	VN1R4	GSE4707_PEvC
A_24_P98021	3883	0.01338	MAP7	GSE4707_PEvC
A_23_P122485	3899	0.01173	NA	GSE4707_PEvC
A_24_P868583	3903	0.00046	ANKRD20A2	GSE4707_PEvC
A_23_P43810	3910	0.00263	LTBP1	GSE4707_PEvC
A_23_P301732	3925	0.01607	CHMP4B	GSE4707_PEvC
A_23_P44257	3927	0.03218	COMMD8	GSE4707_PEvC
A_24_P867207	3928	0.03563	LOC101927948	GSE4707_PEvC
A_32_P105162	3933	0.04716	NA	GSE4707_PEvC
A_23_P26890	3938	0.00634	MMP28	GSE4707_PEvC
A_32_P37474	3963	0.0176	SVILP1	GSE4707_PEvC
A_23_P409417	3970	0.0355	VPS37D	GSE4707_PEvC
A_24_P322741	3988	0.0362	IL10RB	GSE4707_PEvC
A_24_P105391	4001	0.00865	ERMAP	GSE4707_PEvC
A_23_P152047	4029	0.02199	SCAMP5	GSE4707_PEvC
A_32_P97489	4053	0.00665	YWHAZ	GSE4707_PEvC
A_32_P120818	4087	0.03449	NA	GSE4707_PEvC
A_24_P561223	4101	0.03174	NA	GSE4707_PEvC
A_23_P87279	4123	0.03444	TRPM5	GSE4707_PEvC
A_24_P92486	4126	0.01001	NA	GSE4707_PEvC
A_24_P481783	4137	0.00049	UBAP1L	GSE4707_PEvC
